"번호","지역","상호","주소","기간","상표","셀프여부","고급휘발유","휘발유","경유","실내등유"
"A0027162","부산 서구","지에스칼텍스㈜ 대성주유소","부산 서구 충무대로 126 (남부민동)","2021년 08월","GS칼텍스","셀프","1869.00","1627.39","1427.39","0.00"
"A0031284","부산 수영구","(주)세왕에너지 세진주유소","부산 수영구 광남로 176 (민락동)","2021년 08월","SK에너지","셀프","0.00","1603.16","1403.16","0.00"
"A0031334","부산 수영구","(주)청유주유소","부산 수영구 좌수영로 147 (망미동)","2021년 08월","SK에너지","셀프","1998.00","1798.00","1598.00","0.00"
"A0031333","부산 수영구","(주)호유주유소","부산 수영구 좌수영로 151 (망미동)","2021년 08월","GS칼텍스","셀프","1988.00","1788.00","1588.00","1000.00"
"A0031359","부산 수영구","SK에너지(주)강일주유소","부산 수영구 연수로 411","2021년 08월","SK에너지","셀프","0.00","1658.00","1448.00","0.00"
"A0031301","부산 수영구","금련산주유소","부산 수영구 수영로 491 (남천동)","2021년 08월","S-OIL","일반","1884.35","1664.35","1464.35","1100.00"
"A0031248","부산 수영구","금호주유소","부산 수영구 과정로 4  (망미동)","2021년 08월","SK에너지","일반","0.00","1698.00","1498.00","1100.00"
"A0031367","부산 수영구","대양산업(주)대영주유소","부산 수영구 수영로 731","2021년 08월","GS칼텍스","셀프","0.00","1627.55","1427.55","1000.00"
"A0031318","부산 수영구","땡큐망미주유소","부산 수영구  연수로 254 (망미동)","2021년 08월","S-OIL","셀프","0.00","1627.39","1427.39","0.00"
"A0031181","부산 수영구","마린타이거주유소","부산 수영구 광남로 241 (민락동)","2021년 08월","GS칼텍스","일반","0.00","1597.19","1397.19","0.00"
"A0031251","부산 수영구","세일석유(주) 광안리주유소","부산 수영구 광남로 83","2021년 08월","S-OIL","셀프","1848.00","1608.00","1408.00","0.00"
"A0027511","부산 수영구","센텀타이거주유소","부산 수영구 민락본동로 30","2021년 08월","알뜰주유소","셀프","0.00","1608.00","1408.00","0.00"
"A0027127","부산 수영구","신영주유소","부산 수영구 과정로 23 (망미동)","2021년 08월","SK에너지","일반","0.00","1619.00","1409.00","0.00"
"A0031219","부산 수영구","유원주유소","부산 수영구 광일로 8","2021년 08월","S-OIL","일반","0.00","1628.00","1418.00","1100.00"
"A0031416","부산 수영구","인성주유소","부산 수영구 연수로 250 (망미동)","2021년 08월","현대오일뱅크","셀프","0.00","1622.23","1422.23","0.00"
"A0031320","부산 수영구","지에스칼텍스(주) 언덕주유소","부산 수영구 연수로 239","2021년 08월","GS칼텍스","셀프","1854.00","1637.39","1437.39","950.00"
"A0027447","부산 수영구","지에스칼텍스(주)부산주유소","부산 수영구 수영로 558 (광안동)","2021년 08월","GS칼텍스","셀프","1869.00","1637.39","1437.39","0.00"
"A0028826","부산 연제구","(주)좋은기름나라연산주유소지점","부산 연제구 고분로 51 (연산동)","2021년 08월","S-OIL","셀프","0.00","1585.00","1383.06","0.00"
"A0027858","부산 연제구","SK에너지(주)부흥셀프주유소","부산 연제구 과정로 120 (연산동)","2021년 08월","SK에너지","셀프","0.00","1658.00","1438.00","0.00"
"A0033095","부산 연제구","광동페트로㈜ 감사드림주유소","부산 연제구 거제대로 98","2021년 08월","현대오일뱅크","셀프","0.00","1589.00","1389.00","0.00"
"A0027789","부산 연제구","금천주유소","부산 연제구 과정로 134 (연산동)","2021년 08월","S-OIL","셀프","0.00","1627.06","1417.06","0.00"
"A0027763","부산 연제구","성학주유소","부산 연제구 월드컵대로 249 (거제동)","2021년 08월","알뜰주유소","일반","0.00","1609.58","1398.61","0.00"
"A0027873","부산 연제구","신한양주유소","부산 연제구 연안로 20 (연산동)","2021년 08월","SK에너지","셀프","0.00","1623.19","1416.10","0.00"
"A0031214","부산 연제구","에너지드림셀프주유소","부산 연제구 반송로 68 (연산동)","2021년 08월","알뜰주유소","셀프","0.00","1585.00","1383.06","0.00"
"A0027774","부산 연제구","연산주유소","부산 연제구 월드컵대로 60 (연산동)","2021년 08월","현대오일뱅크","셀프","0.00","1698.00","1478.00","0.00"
"A0027878","부산 연제구","연제주유소","부산 연제구 연수로 87","2021년 08월","현대오일뱅크","일반","0.00","1636.06","1426.06","1050.00"
"A0027807","부산 연제구","영웅주유소","부산 연제구 온천천남로 86 (연산동)","2021년 08월","현대오일뱅크","일반","0.00","1599.29","1408.87","0.00"
"A0027928","부산 연제구","은마석유(주)아시아드주유소","부산 연제구  거제대로 130 (거제동)","2021년 08월","GS칼텍스","셀프","1859.00","1589.00","1389.00","0.00"
"A0027867","부산 연제구","지에스칼텍스(주)자이주유소","부산 연제구 과정로 325 (연산동)","2021년 08월","GS칼텍스","셀프","0.00","1615.77","1415.77","1000.00"
"A0027830","부산 연제구","태광주유소 (현대)","부산 연제구 연수로 84 (연산동)","2021년 08월","현대오일뱅크","일반","0.00","1638.00","1436.06","1000.00"
"A0027845","부산 연제구","토곡주유소","부산 연제구 과정로 208","2021년 08월","SK에너지","셀프","0.00","1605.45","1405.45","999.00"
"A0027851","부산 연제구","현대오일뱅크(주)직영 부산현대주유소","부산 연제구 아시아드대로 107 (거제동)","2021년 08월","현대오일뱅크","일반","1893.84","1665.55","1468.68","0.00"
"A0027859","부산 연제구","현대오일뱅크㈜직영 연산셀프주유소","부산 연제구 중앙대로 1179 (거제동)","2021년 08월","현대오일뱅크","셀프","1883.84","1646.10","1446.10","0.00"
"A0027087","부산 영도구","(주)나부코직영 우원주유소","부산 영도구 태종로 181 (봉래동4가)","2021년 08월","SK에너지","일반","0.00","1817.35","1618.00","1100.00"
"A0027055","부산 영도구","SK에너지(주)직영 태종로주유소","부산 영도구 태종로 290 (청학동)","2021년 08월","SK에너지","셀프","0.00","1678.00","1468.00","1000.00"
"A0027040","부산 영도구","남항주유소","부산 영도구 남항서로 116","2021년 08월","SK에너지","일반","0.00","1798.00","1598.00","1050.00"
"A0027041","부산 영도구","동방주유소","부산 영도구 토곡남로34번길 24-1  (남항동)","2021년 08월","S-OIL","일반","0.00","1768.00","1568.00","1040.00"
"A0027237","부산 영도구","동현주유소","부산 영도구 해양로 212","2021년 08월","현대오일뱅크","일반","0.00","1678.00","1478.00","1000.00"
"A0027086","부산 영도구","세기상사㈜ 대성주유소","부산 영도구 해양로 128 (청학동)","2021년 08월","S-OIL","일반","0.00","1678.00","1478.00","1000.00"
"A0027042","부산 영도구","영선주유소","부산 영도구 영선대로 63 (영선동3가)","2021년 08월","현대오일뱅크","일반","0.00","1708.97","1510.87","1000.00"
"A0027045","부산 영도구","태종대온천주유소","부산 영도구 태종로 806-1 (동삼동)","2021년 08월","SK에너지","일반","0.00","1677.00","1477.00","1000.00"
"A0027054","부산 영도구","태종에너지청학주유소","부산 영도구 태종로 376 (청학동)","2021년 08월","SK에너지","셀프","0.00","1678.00","1468.00","1000.00"
"A0027089","부산 영도구","해양특구주유소","부산 영도구 해양로 270","2021년 08월","GS칼텍스","셀프","0.00","1678.00","1468.00","0.00"
"A0027090","부산 중구","(주)오일석유 제일주유소","부산 중구 중구로 194 (영주동)","2021년 08월","GS칼텍스","셀프","0.00","1619.00","1419.00","950.00"
"A0027039","부산 중구","고려주유소","부산 중구 대청로 153 (중앙동5가)","2021년 08월","SK에너지","일반","0.00","1725.00","1505.00","980.00"
"A0031323","부산 해운대구","(주)대양씨앤씨 달맞이주유소","부산 해운대구 달맞이길 57 (중동)","2021년 08월","GS칼텍스","셀프","1919.00","1689.00","1489.00","1000.00"
"A0031312","부산 해운대구","(주)이엠석유 대흥주유소","부산 해운대구 좌동순환로 419 (중동)","2021년 08월","GS칼텍스","셀프","1909.00","1689.00","1488.03","1059.35"
"A0031336","부산 해운대구","(주)조은하루주유소","부산 해운대구 해운대로 551 (우동)","2021년 08월","S-OIL","셀프","0.00","1632.39","1430.45","0.00"
"A0031357","부산 해운대구","SK에너지(주) 돌고래주유소","부산 해운대구 해운대로573번길 16","2021년 08월","SK에너지","일반","1928.00","1680.10","1472.68","0.00"
"A0031358","부산 해운대구","SK에너지(주) 마리나주유소","부산 해운대구 해운대로 345 (우동)","2021년 08월","SK에너지","셀프","1888.00","1663.74","1446.65","0.00"
"A0031390","부산 해운대구","SK에너지(주) 송정셀프주유소","부산 해운대구 해운대로 1075 (송정동)","2021년 08월","SK에너지","셀프","0.00","1648.00","1428.00","0.00"
"A0031361","부산 해운대구","SK에너지(주)신도시주유소","부산 해운대구 대천로 82 (좌동)","2021년 08월","SK에너지","셀프","1919.00","1686.10","1488.23","0.00"
"A0027749","부산 해운대구","SK에너지(주)직영 해운대센텀주유소","부산 해운대구 수영강변대로 276 (재송동)","2021년 08월","SK에너지","셀프","0.00","1659.00","1429.00","0.00"
"A0027339","부산 해운대구","sc(주)센텀주유소","부산광역시 해운대구  수영강변대로 504 (반여동)","2021년 08월","GS칼텍스","셀프","0.00","1639.00","1439.00","0.00"
"A0031335","부산 해운대구","㈜은성석유 반송제일주유소","부산 해운대구 반송로 780 (석대동)","2021년 08월","S-OIL","셀프","0.00","1584.00","1384.00","0.00"
"A0031392","부산 해운대구","광신석유(주)직영 수영강변대로주유소","부산 해운대구 수영강변대로 568","2021년 08월","SK에너지","셀프","1899.00","1639.00","1439.00","999.00"
"A0031387","부산 해운대구","광신석유(주)직영 해운대중동주유소","부산 해운대구 좌동로 18 (중동)","2021년 08월","SK에너지","셀프","1899.00","1689.00","1487.06","999.00"
"A0031255","부산 해운대구","늘푸른주유소","부산 해운대구 해운대로 1226 (송정동)","2021년 08월","GS칼텍스","셀프","0.00","1594.26","1394.26","0.00"
"A0031368","부산 해운대구","대양산업(주)동화주유소","부산 해운대구 해운대로 211 (재송동)","2021년 08월","GS칼텍스","셀프","1935.13","1627.55","1427.55","1000.00"
"A0031362","부산 해운대구","동부산셀프주유소","부산 해운대구 반송로 875 (반송동)","2021년 08월","GS칼텍스","셀프","1859.00","1589.00","1389.00","0.00"
"A0031374","부산 해운대구","동양가스(주) 명품주유소반송점","부산 해운대구 반송로 781 (석대동)","2021년 08월","현대오일뱅크","셀프","0.00","1589.00","1389.00","899.00"
"A0027336","부산 해운대구","동해주유소","부산 해운대구 재반로 163 (재송동)","2021년 08월","SK에너지","셀프","0.00","1642.87","1439.00","1085.48"
"A0031381","부산 해운대구","반송스마일주유소","부산 해운대구 반송로 936 (반송동)","2021년 08월","현대오일뱅크","셀프","0.00","1589.00","1389.00","0.00"
"A0031388","부산 해운대구","반송파크주유소","부산 해운대구 석대천로 198","2021년 08월","현대오일뱅크","일반","0.00","1608.00","1460.26","0.00"
"A0031315","부산 해운대구","세일석유(주) 구도일주유소센텀시티","부산 해운대구 해운대로 285 (우동)","2021년 08월","S-OIL","셀프","1861.23","1635.71","1435.06","0.00"
"A0031310","부산 해운대구","송정역주유소","부산 해운대구 해운대로 1217","2021년 08월","S-OIL","셀프","0.00","1593.94","1393.94","0.00"
"A0031271","부산 해운대구","송정파크주유소","부산 해운대구 해운대로 1088 (송정동)","2021년 08월","GS칼텍스","일반","0.00","1698.00","1498.00","1000.00"
"A0031421","부산 해운대구","신촌셀프주유소","부산 해운대구 반여로 153 (반여동)","2021년 08월","S-OIL","셀프","1879.00","1639.00","1438.35","0.00"
"A0031377","부산 해운대구","양천석유(주)덕진셀프주유소반송점","부산 해운대구 반송로782","2021년 08월","SK에너지","셀프","0.00","1584.00","1384.77","0.00"
"A0031397","부산 해운대구","에스씨(주) 마리나타운주유소","부산 해운대구 해운대해변로 44 (우동)","2021년 08월","GS칼텍스","일반","1969.00","1739.00","1539.00","925.00"
"A0031723","부산 해운대구","에스씨(주) 장산IC주유소","부산 해운대구 양운로 107 (좌동)","2021년 08월","GS칼텍스","일반","0.00","1689.00","1489.00","0.00"
"A0031376","부산 해운대구","은마석유(주)삼양주유소","부산 해운대구 해운대로 1249 (송정동)","2021년 08월","GS칼텍스","셀프","1868.00","1593.94","1393.94","0.00"
"A0031282","부산 해운대구","지에스칼텍스(주)광안대로주유소","부산 해운대구 수영강변대로 590","2021년 08월","GS칼텍스","셀프","1869.00","1641.26","1441.26","0.00"
"A0027267","부산 해운대구","지에스칼텍스(주)해운대중동주유소","부산 해운대구 좌동로 34 (중동)","2021년 08월","GS칼텍스","셀프","1923.00","1697.39","1497.39","980.00"
"A0031321","부산 해운대구","지에스칼텍스(주)해운주유소","부산 해운대구 해운대로 615 (우동)","2021년 08월","GS칼텍스","셀프","1879.00","1637.39","1437.39","950.00"
"A0027753","부산 해운대구","하늘주유소","부산 해운대구 해운대로 1178","2021년 08월","현대오일뱅크","셀프","0.00","1596.42","1395.84","0.00"
"A0031410","부산 해운대구","하늘주유소 유선지점","부산 해운대구 해운대로 1184","2021년 08월","S-OIL","셀프","0.00","1594.74","1394.74","1050.00"
"A0031278","부산 해운대구","한양 브라보주유소","부산 해운대구 해운대로 1238 (송정동)","2021년 08월","알뜰주유소","일반","0.00","1593.13","1393.13","0.00"
